cpp_peglib-4,4,1,1,1,0,4.533666372299194,-1.0,-1.0,0.9893617021276596,0.9893617021276596,0
cpp_peglib-4,4,1,1,1,0,5.043997287750244,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
cpp_peglib-4,4,1,1,1,0,3.2510275840759277,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
cppcheck-8,4,1,1,1,0,2.741563081741333,-1.0,-1.0,0.0,0,0
cppcheck-8,4,1,1,1,0,4.302323579788208,-1.0,-1.0,0.0,0,3
cppcheck-8,4,1,1,1,0,3.0798087120056152,-1.0,-1.0,0.0,0,3
cppcheck-9,4,1,1,1,0,3.0600318908691406,-1.0,-1.0,0.0,0,0
cppcheck-9,4,1,1,1,0,3.338348865509033,-1.0,-1.0,0.0,0,3
cppcheck-9,4,1,1,1,0,3.200608253479004,-1.0,-1.0,0.0,0,3
cppcheck-11,4,1,1,1,0,3.6672160625457764,-1.0,-1.0,0.0,0,0
cppcheck-11,4,1,1,1,0,3.1380276679992676,-1.0,-1.0,0.0,0,3
cppcheck-11,4,1,1,1,0,2.4838521480560303,-1.0,-1.0,0.0,0,3
cppcheck-25,4,1,1,1,0,2.970738649368286,-1.0,-1.0,0.0,0,0
cppcheck-25,4,1,1,1,0,3.160217046737671,-1.0,-1.0,0.0,0,3
cppcheck-25,4,1,1,1,0,3.1176772117614746,-1.0,-1.0,0.0,0,3
exiv2-13,4,1,1,1,0,2.8725762367248535,-1.0,-1.0,0.0,0,0
exiv2-13,4,1,1,1,0,2.959808349609375,-1.0,-1.0,0.0,0,3
exiv2-13,4,1,1,1,0,3.0385324954986572,-1.0,-1.0,0.0,0,3
exiv2-15,4,1,1,1,0,2.710160970687866,-1.0,-1.0,0.0,0,0
exiv2-15,4,1,1,1,0,2.600242853164673,-1.0,-1.0,0.0,0,3
exiv2-15,4,1,1,1,0,2.5908284187316895,-1.0,-1.0,0.0,0,3
libtiff-1,4,1,1,1,0,2.9413414001464844,-1.0,-1.0,0.24390243902439024,0.24390243902439024,0
libtiff-1,4,1,1,1,0,3.9173343181610107,-1.0,-1.0,0.24390243902439024,0.24390243902439024,3
libtiff-1,4,1,1,1,0,3.5357513427734375,-1.0,-1.0,0.24390243902439024,0.24390243902439024,3
openssl-14,4,1,1,0,0,2.9168434143066406,-1.0,-1.0,0.0,0,0
openssl-14,4,1,1,0,0,3.169231653213501,-1.0,-1.0,0.0,0,2
openssl-14,4,1,1,0,0,3.1766531467437744,-1.0,-1.0,0.0,0,2
openssl-24,4,1,1,0,0,2.5489609241485596,-1.0,-1.0,0.0,0,0
openssl-24,4,1,1,0,0,2.9918646812438965,-1.0,-1.0,0.0,0,2
openssl-24,4,1,1,0,0,2.967642068862915,-1.0,-1.0,0.0,0,2
yara-1,4,1,1,0,0,3.2987420558929443,-1.0,-1.0,0.0,0,0
yara-1,4,1,1,0,0,3.3455934524536133,-1.0,-1.0,0.0,0,2
yara-1,4,1,1,0,0,3.016648054122925,-1.0,-1.0,0.0,0,2
yara-2,4,1,1,0,0,3.0585217475891113,-1.0,-1.0,0.0,0,0
yara-2,4,1,1,0,0,2.9131698608398438,-1.0,-1.0,0.0,0,2
yara-2,4,1,1,0,0,2.846052408218384,-1.0,-1.0,0.0,0,2
cpp_peglib-4,4,1,1,1,0,6.079755783081055,-1.0,-1.0,0.9893617021276596,0.9893617021276596,0
cpp_peglib-4,4,1,1,1,0,6.370067596435547,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
cpp_peglib-4,4,1,1,1,0,3.3570427894592285,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
cppcheck-8,4,1,1,1,0,2.998664617538452,-1.0,-1.0,0.0,0,0
cpp_peglib-4,4,1,1,1,0,3.426748752593994,-1.0,-1.0,0.9893617021276596,0.9893617021276596,0
cpp_peglib-4,4,1,1,1,0,4.818591594696045,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
cpp_peglib-4,4,1,1,1,0,2.8390984535217285,-1.0,-1.0,0.9893617021276596,0.9893617021276596,3
